2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-6.23%,-6.28%,23,,全局 (Total),0.00%,1.84,固定仓位比例测试,6.06%,12.85%,9.40%,4.96%,固定仓位_0%,72.79%,-6.76%,70.71%,2.0365,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,训练期 (2018-2020),0.00%,1.53,固定仓位比例测试,6.06%,13.49%,7.42%,4.75%,固定仓位_0%,72.79%,-6.76%,69.44%,1.2290,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,验证期 (2021-2026),0.00%,2.00,固定仓位比例测试,6.06%,12.48%,10.56%,5.07%,固定仓位_0%,72.79%,-4.98%,71.43%,1.6570,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2018年,0.00%,1.25,固定仓位比例测试,6.06%,13.06%,5.41%,4.28%,固定仓位_0%,72.79%,-3.45%,66.67%,1.0512,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2019年,0.00%,2.60,固定仓位比例测试,6.06%,13.82%,9.34%,3.45%,固定仓位_0%,72.79%,-1.92%,75.00%,1.0903,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2020年,0.00%,1.21,固定仓位比例测试,6.06%,13.58%,7.51%,6.12%,固定仓位_0%,72.79%,-6.76%,66.67%,1.0723,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2021年,0.00%,2.11,固定仓位比例测试,6.06%,14.01%,13.08%,5.91%,固定仓位_0%,72.79%,-3.53%,66.67%,1.1259,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2022年,0.00%,1.31,固定仓位比例测试,6.06%,11.88%,8.18%,6.16%,固定仓位_0%,72.79%,-4.98%,66.67%,1.0784,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2023年,0.00%,2.99,固定仓位比例测试,6.06%,12.09%,10.47%,3.35%,固定仓位_0%,72.79%,-2.05%,75.00%,1.1003,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2024年,0.00%,2.41,固定仓位比例测试,6.06%,11.25%,10.90%,4.34%,固定仓位_0%,72.79%,-2.69%,75.00%,1.1044,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2025年,0.00%,1.49,固定仓位比例测试,6.06%,13.04%,7.12%,4.70%,固定仓位_0%,72.79%,-2.92%,66.67%,1.0686,,0.00%,0.00%,fixed,
-6.23%,-6.28%,23,,2026年,0.00%,3.45,固定仓位比例测试,6.06%,13.09%,25.07%,6.54%,固定仓位_0%,72.79%,-2.28%,100.00%,1.0510,,0.00%,0.00%,fixed,
-6.39%,-6.48%,23,,全局 (Total),5.00%,1.87,固定仓位比例测试,6.13%,12.87%,9.77%,5.05%,固定仓位_5%,69.15%,-6.87%,72.73%,2.0908,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,训练期 (2018-2020),5.00%,1.61,固定仓位比例测试,6.13%,13.50%,8.14%,4.94%,固定仓位_5%,69.15%,-6.87%,69.44%,1.2528,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,验证期 (2021-2026),5.00%,2.02,固定仓位比例测试,6.13%,12.51%,10.72%,5.12%,固定仓位_5%,69.15%,-4.98%,74.60%,1.6689,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2018年,5.00%,1.15,固定仓位比例测试,6.13%,13.04%,5.07%,4.37%,固定仓位_5%,69.15%,-3.45%,66.67%,1.0481,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2019年,5.00%,2.70,固定仓位比例测试,6.13%,13.87%,10.58%,3.75%,固定仓位_5%,69.15%,-2.09%,75.00%,1.1023,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2020年,5.00%,1.36,固定仓位比例测试,6.13%,13.58%,8.77%,6.33%,固定仓位_5%,69.15%,-6.87%,66.67%,1.0844,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2021年,5.00%,2.03,固定仓位比例测试,6.13%,14.04%,12.53%,5.89%,固定仓位_5%,69.15%,-3.39%,66.67%,1.1205,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2022年,5.00%,1.26,固定仓位比例测试,6.13%,11.88%,7.85%,6.17%,固定仓位_5%,69.15%,-4.98%,66.67%,1.0752,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2023年,5.00%,3.01,固定仓位比例测试,6.13%,12.11%,10.58%,3.36%,固定仓位_5%,69.15%,-2.05%,75.00%,1.1014,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2024年,5.00%,2.37,固定仓位比例测试,6.13%,11.26%,11.32%,4.57%,固定仓位_5%,69.15%,-2.69%,75.00%,1.1084,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2025年,5.00%,1.75,固定仓位比例测试,6.13%,13.09%,8.45%,4.70%,固定仓位_5%,69.15%,-2.87%,83.33%,1.0813,,2.49%,5.00%,fixed,
-6.39%,-6.48%,23,,2026年,5.00%,3.28,固定仓位比例测试,6.13%,13.17%,24.19%,6.67%,固定仓位_5%,69.15%,-2.40%,100.00%,1.0493,,2.49%,5.00%,fixed,
-6.56%,-6.67%,23,,全局 (Total),10.00%,1.87,固定仓位比例测试,6.26%,12.89%,10.13%,5.23%,固定仓位_10%,65.51%,-6.99%,71.72%,2.1454,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,训练期 (2018-2020),10.00%,1.64,固定仓位比例测试,6.26%,13.51%,8.85%,5.24%,固定仓位_10%,65.51%,-6.99%,69.44%,1.2767,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,验证期 (2021-2026),10.00%,2.00,固定仓位比例测试,6.26%,12.53%,10.87%,5.23%,固定仓位_10%,65.51%,-4.98%,73.02%,1.6805,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2018年,10.00%,1.05,固定仓位比例测试,6.26%,13.02%,4.74%,4.52%,固定仓位_10%,65.51%,-3.66%,66.67%,1.0449,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2019年,10.00%,2.65,固定仓位比例测试,6.26%,13.92%,11.83%,4.25%,固定仓位_10%,65.51%,-2.56%,75.00%,1.1143,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2020年,10.00%,1.47,固定仓位比例测试,6.26%,13.59%,10.03%,6.65%,固定仓位_10%,65.51%,-6.99%,66.67%,1.0965,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2021年,10.00%,1.91,固定仓位比例测试,6.26%,14.06%,11.96%,6.00%,固定仓位_10%,65.51%,-3.30%,66.67%,1.1151,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2022年,10.00%,1.20,固定仓位比例测试,6.26%,11.89%,7.51%,6.17%,固定仓位_10%,65.51%,-4.98%,66.67%,1.0720,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2023年,10.00%,3.00,固定仓位比例测试,6.26%,12.13%,10.69%,3.41%,固定仓位_10%,65.51%,-2.05%,75.00%,1.1024,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2024年,10.00%,2.30,固定仓位比例测试,6.26%,11.27%,11.73%,4.87%,固定仓位_10%,65.51%,-2.69%,75.00%,1.1124,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2025年,10.00%,1.97,固定仓位比例测试,6.26%,13.14%,9.78%,4.79%,固定仓位_10%,65.51%,-2.86%,75.00%,1.0941,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,,2026年,10.00%,3.07,固定仓位比例测试,6.26%,13.26%,23.31%,6.91%,固定仓位_10%,65.51%,-2.52%,100.00%,1.0477,,4.98%,10.00%,fixed,
-6.72%,-6.87%,23,,全局 (Total),15.00%,1.84,固定仓位比例测试,6.41%,12.91%,10.48%,5.49%,固定仓位_15%,61.87%,-7.10%,69.70%,2.2007,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,训练期 (2018-2020),15.00%,1.65,固定仓位比例测试,6.41%,13.52%,9.56%,5.65%,固定仓位_15%,61.87%,-7.10%,69.44%,1.3008,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,验证期 (2021-2026),15.00%,1.96,固定仓位比例测试,6.41%,12.56%,11.01%,5.41%,固定仓位_15%,61.87%,-4.98%,69.84%,1.6917,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2018年,15.00%,0.94,固定仓位比例测试,6.41%,13.00%,4.39%,4.71%,固定仓位_15%,61.87%,-4.22%,66.67%,1.0416,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2019年,15.00%,2.54,固定仓位比例测试,6.41%,13.97%,13.08%,4.88%,固定仓位_15%,61.87%,-3.04%,75.00%,1.1264,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2020年,15.00%,1.56,固定仓位比例测试,6.41%,13.59%,11.30%,7.04%,固定仓位_15%,61.87%,-7.10%,66.67%,1.1087,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2021年,15.00%,1.76,固定仓位比例测试,6.41%,14.08%,11.39%,6.23%,固定仓位_15%,61.87%,-3.29%,66.67%,1.1096,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2022年,15.00%,1.15,固定仓位比例测试,6.41%,11.89%,7.18%,6.18%,固定仓位_15%,61.87%,-4.98%,66.67%,1.0688,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2023年,15.00%,2.96,固定仓位比例测试,6.41%,12.15%,10.79%,3.49%,固定仓位_15%,61.87%,-2.05%,58.33%,1.1034,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2024年,15.00%,2.21,固定仓位比例测试,6.41%,11.28%,12.15%,5.25%,固定仓位_15%,61.87%,-2.69%,75.00%,1.1164,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2025年,15.00%,2.16,固定仓位比例测试,6.41%,13.20%,11.12%,4.95%,固定仓位_15%,61.87%,-2.86%,75.00%,1.1070,,7.46%,15.00%,fixed,
-6.72%,-6.87%,23,,2026年,15.00%,2.83,固定仓位比例测试,6.41%,13.34%,22.43%,7.25%,固定仓位_15%,61.87%,-2.63%,100.00%,1.0460,,7.46%,15.00%,fixed,
-6.89%,-7.07%,23,,全局 (Total),20.00%,1.80,固定仓位比例测试,6.57%,12.93%,10.83%,5.82%,固定仓位_20%,58.23%,-7.22%,67.68%,2.2564,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,训练期 (2018-2020),20.00%,1.63,固定仓位比例测试,6.57%,13.54%,10.27%,6.12%,固定仓位_20%,58.23%,-7.22%,66.67%,1.3252,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,验证期 (2021-2026),20.00%,1.90,固定仓位比例测试,6.57%,12.58%,11.16%,5.64%,固定仓位_20%,58.23%,-4.98%,68.25%,1.7027,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2018年,20.00%,0.83,固定仓位比例测试,6.57%,12.98%,4.05%,4.95%,固定仓位_20%,58.23%,-4.78%,66.67%,1.0383,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2019年,20.00%,2.42,固定仓位比例测试,6.57%,14.02%,14.33%,5.60%,固定仓位_20%,58.23%,-3.51%,66.67%,1.1385,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2020年,20.00%,1.61,固定仓位比例测试,6.57%,13.59%,12.57%,7.51%,固定仓位_20%,58.23%,-7.22%,66.67%,1.1210,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2021年,20.00%,1.60,固定仓位比例测试,6.57%,14.11%,10.81%,6.57%,固定仓位_20%,58.23%,-3.47%,66.67%,1.1041,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2022年,20.00%,1.10,固定仓位比例测试,6.57%,11.89%,6.84%,6.20%,固定仓位_20%,58.23%,-4.98%,58.33%,1.0656,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2023年,20.00%,2.90,固定仓位比例测试,6.57%,12.17%,10.90%,3.59%,固定仓位_20%,58.23%,-2.05%,58.33%,1.1044,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2024年,20.00%,2.11,固定仓位比例测试,6.57%,11.29%,12.57%,5.68%,固定仓位_20%,58.23%,-2.77%,75.00%,1.1204,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2025年,20.00%,2.30,固定仓位比例测试,6.57%,13.25%,12.47%,5.18%,固定仓位_20%,58.23%,-2.86%,75.00%,1.1200,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2026年,20.00%,2.58,固定仓位比例测试,6.57%,13.42%,21.54%,7.68%,固定仓位_20%,58.23%,-2.75%,100.00%,1.0443,,9.95%,20.00%,fixed,
-7.06%,-7.27%,23,,全局 (Total),25.00%,1.74,固定仓位比例测试,6.74%,12.95%,11.18%,6.20%,固定仓位_25%,57.69%,-7.33%,67.68%,2.3128,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,训练期 (2018-2020),25.00%,1.60,固定仓位比例测试,6.74%,13.55%,10.97%,6.66%,固定仓位_25%,57.69%,-7.33%,66.67%,1.3497,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,验证期 (2021-2026),25.00%,1.83,固定仓位比例测试,6.74%,12.61%,11.30%,5.93%,固定仓位_25%,57.69%,-4.98%,68.25%,1.7135,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2018年,25.00%,0.72,固定仓位比例测试,6.74%,12.97%,3.70%,5.22%,固定仓位_25%,57.69%,-5.35%,66.67%,1.0350,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2019年,25.00%,2.30,固定仓位比例测试,6.74%,14.07%,15.60%,6.39%,固定仓位_25%,57.69%,-4.08%,66.67%,1.1506,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2020年,25.00%,1.65,固定仓位比例测试,6.74%,13.59%,13.86%,8.05%,固定仓位_25%,57.69%,-7.33%,66.67%,1.1333,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2021年,25.00%,1.43,固定仓位比例测试,6.74%,14.13%,10.23%,7.00%,固定仓位_25%,57.69%,-3.80%,58.33%,1.0985,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2022年,25.00%,1.05,固定仓位比例测试,6.74%,11.90%,6.51%,6.22%,固定仓位_25%,57.69%,-4.98%,58.33%,1.0624,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2023年,25.00%,2.82,固定仓位比例测试,6.74%,12.19%,11.00%,3.72%,固定仓位_25%,57.69%,-2.05%,58.33%,1.1054,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2024年,25.00%,2.02,固定仓位比例测试,6.74%,11.30%,12.98%,6.14%,固定仓位_25%,57.69%,-3.33%,75.00%,1.1243,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2025年,25.00%,2.40,固定仓位比例测试,6.74%,13.31%,13.83%,5.47%,固定仓位_25%,57.69%,-2.86%,83.33%,1.1331,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2026年,25.00%,2.33,固定仓位比例测试,6.74%,13.51%,20.65%,8.19%,固定仓位_25%,57.69%,-2.87%,100.00%,1.0426,,12.44%,25.00%,fixed,
-7.22%,-7.47%,23,,全局 (Total),30.00%,1.68,固定仓位比例测试,6.91%,12.97%,11.52%,6.63%,固定仓位_30%,64.98%,-7.47%,67.68%,2.3697,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,训练期 (2018-2020),30.00%,1.56,固定仓位比例测试,6.91%,13.56%,11.67%,7.24%,固定仓位_30%,64.98%,-7.47%,69.44%,1.3745,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,验证期 (2021-2026),30.00%,1.76,固定仓位比例测试,6.91%,12.63%,11.43%,6.26%,固定仓位_30%,64.98%,-4.98%,66.67%,1.7240,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2018年,30.00%,0.62,固定仓位比例测试,6.91%,12.95%,3.34%,5.53%,固定仓位_30%,64.98%,-5.94%,66.67%,1.0317,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2019年,30.00%,2.20,固定仓位比例测试,6.91%,14.12%,16.86%,7.21%,固定仓位_30%,64.98%,-4.66%,75.00%,1.1628,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2020年,30.00%,1.68,固定仓位比例测试,6.91%,13.60%,15.15%,8.63%,固定仓位_30%,64.98%,-7.47%,66.67%,1.1457,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2021年,30.00%,1.26,固定仓位比例测试,6.91%,14.16%,9.64%,7.50%,固定仓位_30%,64.98%,-4.14%,58.33%,1.0928,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2022年,30.00%,0.99,固定仓位比例测试,6.91%,11.90%,6.17%,6.24%,固定仓位_30%,64.98%,-4.98%,58.33%,1.0592,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2023年,30.00%,2.73,固定仓位比例测试,6.91%,12.21%,11.10%,3.88%,固定仓位_30%,64.98%,-2.05%,58.33%,1.1064,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2024年,30.00%,1.92,固定仓位比例测试,6.91%,11.31%,13.39%,6.65%,固定仓位_30%,64.98%,-3.89%,75.00%,1.1283,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2025年,30.00%,2.47,固定仓位比例测试,6.91%,13.36%,15.21%,5.81%,固定仓位_30%,64.98%,-2.86%,83.33%,1.1463,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2026年,30.00%,2.10,固定仓位比例测试,6.91%,13.59%,19.76%,8.75%,固定仓位_30%,64.98%,-2.99%,66.67%,1.0409,,14.93%,30.00%,fixed,
-7.39%,-7.66%,23,,全局 (Total),35.00%,1.61,固定仓位比例测试,7.09%,12.99%,11.86%,7.10%,固定仓位_35%,72.28%,-7.67%,67.68%,2.4270,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,训练期 (2018-2020),35.00%,1.52,固定仓位比例测试,7.09%,13.57%,12.37%,7.86%,固定仓位_35%,72.28%,-7.67%,69.44%,1.3995,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,验证期 (2021-2026),35.00%,1.68,固定仓位比例测试,7.09%,12.66%,11.56%,6.63%,固定仓位_35%,72.28%,-4.98%,66.67%,1.7342,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2018年,35.00%,0.53,固定仓位比例测试,7.09%,12.93%,2.99%,5.86%,固定仓位_35%,72.28%,-6.54%,66.67%,1.0283,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2019年,35.00%,2.11,固定仓位比例测试,7.09%,14.17%,18.13%,8.07%,固定仓位_35%,72.28%,-5.24%,75.00%,1.1751,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2020年,35.00%,1.69,固定仓位比例测试,7.09%,13.60%,16.45%,9.24%,固定仓位_35%,72.28%,-7.67%,66.67%,1.1582,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2021年,35.00%,1.11,固定仓位比例测试,7.09%,14.18%,9.04%,8.07%,固定仓位_35%,72.28%,-4.48%,58.33%,1.0871,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2022年,35.00%,0.94,固定仓位比例测试,7.09%,11.90%,5.84%,6.26%,固定仓位_35%,72.28%,-4.98%,58.33%,1.0560,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2023年,35.00%,2.64,固定仓位比例测试,7.09%,12.24%,11.21%,4.06%,固定仓位_35%,72.28%,-2.05%,58.33%,1.1074,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2024年,35.00%,1.84,固定仓位比例测试,7.09%,11.31%,13.80%,7.17%,固定仓位_35%,72.28%,-4.44%,75.00%,1.1321,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2025年,35.00%,2.51,固定仓位比例测试,7.09%,13.41%,16.60%,6.20%,固定仓位_35%,72.28%,-2.93%,83.33%,1.1596,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2026年,35.00%,1.89,固定仓位比例测试,7.09%,13.67%,18.87%,9.37%,固定仓位_35%,72.28%,-3.11%,66.67%,1.0392,,17.42%,35.00%,fixed,
-7.56%,-7.86%,23,,全局 (Total),40.00%,1.55,固定仓位比例测试,7.27%,13.01%,12.19%,7.60%,固定仓位_40%,80.57%,-7.91%,67.68%,2.4849,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,训练期 (2018-2020),40.00%,1.49,固定仓位比例测试,7.27%,13.58%,13.07%,8.51%,固定仓位_40%,80.57%,-7.91%,69.44%,1.4246,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,验证期 (2021-2026),40.00%,1.61,固定仓位比例测试,7.27%,12.68%,11.69%,7.04%,固定仓位_40%,80.57%,-5.00%,66.67%,1.7442,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2018年,40.00%,0.45,固定仓位比例测试,7.27%,12.91%,2.62%,6.21%,固定仓位_40%,80.57%,-7.13%,66.67%,1.0249,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2019年,40.00%,2.03,固定仓位比例测试,7.27%,14.22%,19.41%,8.94%,固定仓位_40%,80.57%,-5.82%,75.00%,1.1874,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2020年,40.00%,1.70,固定仓位比例测试,7.27%,13.60%,17.76%,9.90%,固定仓位_40%,80.57%,-7.91%,66.67%,1.1707,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2021年,40.00%,0.98,固定仓位比例测试,7.27%,14.21%,8.44%,8.69%,固定仓位_40%,80.57%,-4.86%,58.33%,1.0813,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2022年,40.00%,0.88,固定仓位比例测试,7.27%,11.91%,5.50%,6.29%,固定仓位_40%,80.57%,-4.98%,58.33%,1.0528,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2023年,40.00%,2.54,固定仓位比例测试,7.27%,12.26%,11.31%,4.25%,固定仓位_40%,80.57%,-2.05%,58.33%,1.1083,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2024年,40.00%,1.76,固定仓位比例测试,7.27%,11.32%,14.20%,7.72%,固定仓位_40%,80.57%,-5.00%,75.00%,1.1360,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2025年,40.00%,2.53,固定仓位比例测试,7.27%,13.47%,18.00%,6.62%,固定仓位_40%,80.57%,-3.08%,83.33%,1.1730,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2026年,40.00%,1.70,固定仓位比例测试,7.27%,13.76%,17.97%,10.02%,固定仓位_40%,80.57%,-3.23%,66.67%,1.0374,,19.90%,40.00%,fixed,
-7.73%,-8.06%,23,,全局 (Total),45.00%,1.49,固定仓位比例测试,7.46%,13.03%,12.52%,8.13%,固定仓位_45%,90.00%,-8.16%,67.68%,2.5431,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,训练期 (2018-2020),45.00%,1.45,固定仓位比例测试,7.46%,13.59%,13.77%,9.17%,固定仓位_45%,90.00%,-8.16%,69.44%,1.4500,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,验证期 (2021-2026),45.00%,1.53,固定仓位比例测试,7.46%,12.71%,11.81%,7.47%,固定仓位_45%,90.00%,-5.57%,66.67%,1.7539,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2018年,45.00%,0.37,固定仓位比例测试,7.46%,12.89%,2.26%,6.59%,固定仓位_45%,90.00%,-7.72%,66.67%,1.0214,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2019年,45.00%,1.96,固定仓位比例测试,7.46%,14.27%,20.69%,9.83%,固定仓位_45%,90.00%,-6.40%,75.00%,1.1997,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2020年,45.00%,1.70,固定仓位比例测试,7.46%,13.61%,19.07%,10.57%,固定仓位_45%,90.00%,-8.16%,66.67%,1.1833,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2021年,45.00%,0.85,固定仓位比例测试,7.46%,14.23%,7.83%,9.35%,固定仓位_45%,90.00%,-5.57%,58.33%,1.0754,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2022年,45.00%,0.83,固定仓位比例测试,7.46%,11.91%,5.17%,6.32%,固定仓位_45%,90.00%,-4.98%,58.33%,1.0496,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2023年,45.00%,2.44,固定仓位比例测试,7.46%,12.28%,11.41%,4.46%,固定仓位_45%,90.00%,-2.20%,58.33%,1.1093,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2024年,45.00%,1.69,固定仓位比例测试,7.46%,11.33%,14.60%,8.28%,固定仓位_45%,90.00%,-5.55%,75.00%,1.1398,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2025年,45.00%,2.55,固定仓位比例测试,7.46%,13.52%,19.41%,7.07%,固定仓位_45%,90.00%,-3.27%,83.33%,1.1866,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2026年,45.00%,1.52,固定仓位比例测试,7.46%,13.84%,17.07%,10.71%,固定仓位_45%,90.00%,-3.34%,66.67%,1.0356,,22.39%,45.00%,fixed,
-7.89%,-8.26%,23,,全局 (Total),50.00%,1.44,固定仓位比例测试,7.65%,13.05%,12.84%,8.67%,固定仓位_50%,100.00%,-8.40%,67.68%,2.6018,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,训练期 (2018-2020),50.00%,1.42,固定仓位比例测试,7.65%,13.60%,14.46%,9.86%,固定仓位_50%,100.00%,-8.40%,66.67%,1.4755,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,验证期 (2021-2026),50.00%,1.46,固定仓位比例测试,7.65%,12.73%,11.93%,7.92%,固定仓位_50%,100.00%,-6.28%,68.25%,1.7633,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2018年,50.00%,0.30,固定仓位比例测试,7.65%,12.87%,1.89%,6.98%,固定仓位_50%,100.00%,-8.32%,66.67%,1.0179,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2019年,50.00%,1.91,固定仓位比例测试,7.65%,14.32%,21.98%,10.73%,固定仓位_50%,100.00%,-6.99%,75.00%,1.2121,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2020年,50.00%,1.70,固定仓位比例测试,7.65%,13.61%,20.39%,11.27%,固定仓位_50%,100.00%,-8.40%,58.33%,1.1959,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2021年,50.00%,0.74,固定仓位比例测试,7.65%,14.25%,7.22%,10.04%,固定仓位_50%,100.00%,-6.28%,66.67%,1.0695,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2022年,50.00%,0.78,固定仓位比例测试,7.65%,11.91%,4.84%,6.35%,固定仓位_50%,100.00%,-4.98%,58.33%,1.0464,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2023年,50.00%,2.35,固定仓位比例测试,7.65%,12.30%,11.51%,4.69%,固定仓位_50%,100.00%,-2.41%,58.33%,1.1102,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2024年,50.00%,1.62,固定仓位比例测试,7.65%,11.34%,15.00%,8.86%,固定仓位_50%,100.00%,-6.09%,75.00%,1.1437,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2025年,50.00%,2.55,固定仓位比例测试,7.65%,13.57%,20.83%,7.54%,固定仓位_50%,100.00%,-3.45%,83.33%,1.2002,,24.88%,50.00%,fixed,
